Đường,Phường,Quận/Huyện,Thành phố,duration_days,price,acreage,package,category,public_date,expired_date,ad_type,target_renter
713/18 Đường Lê Đức Thọ,Phường 16,Quận Gò Vấp,Hồ Chí Minh,5,2.9, 26m,Tin VIP 2,Cho thuê căn hộ mini Quận Gò Vấp,31/10/2024 12:56,05/11/2024 12:56,Cho thuê căn hộ mini,Tất cả
Đường Nguyễn Lương Bằng,Phường Phú Mỹ,Quận 7,Hồ Chí Minh,3,3.4, 18m,Tin VIP 3,Phòng trọ Quận 7,29/10/2024 10:29,01/11/2024 10:29,Phòng trọ,Tất cả
66/175 Đường Xô Viết Nghệ Tĩnh,Phường 21,Quận Bình Thạnh,Hồ Chí Minh,3,3.2, 25m,Tin VIP 3,Phòng trọ Quận Bình Thạnh,29/10/2024 09:34,01/11/2024 09:34,Phòng trọ,Nữ
11/18 Đông Hưng Thuận 17,Phường Tân Hưng Thuận,Quận 12,Hồ Chí Minh,6,3.2, 18m,Tin VIP 3,Phòng trọ Quận 12,29/10/2024 08:36,04/11/2024 14:15,Phòng trọ,Tất cả
Nguyễn Thiện Thuật,Phường 24,Quận Bình Thạnh,Hồ Chí Minh,3,3.5, 18m,Tin VIP 2,Phòng trọ Quận Bình Thạnh,30/10/2024 06:06,02/11/2024 06:06,Phòng trọ,Tất cả
320 Trường Chinh,Phường 13,Quận Tân Bình,Hồ Chí Minh,10,4, 30m,Tin VIP 2,Phòng trọ Quận Tân Bình,30/10/2024 11:19,09/11/2024 11:19,Phòng trọ,Tất cả
69 Đường Phạm Văn Nghị,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,Hà Nội,5,3, 30m,Tin VIP 2,Phòng trọ Quận Bắc Từ Liêm,31/10/2024 11:48,05/11/2024 11:48,Phòng trọ,Tất cả
51A ngõ 85 Xuân Thủy Cầu Giấy,Phường Dịch Vọng Hậu,Quận Cầu Giấy,Hà Nội,7,4.3, 25m,Tin VIP 3,Phòng trọ Quận Cầu Giấy,29/10/2024 10:31,05/11/2024 10:31,Phòng trọ,Tất cả
66 Đường S9,Phường Sơn Kỳ,Quận Tân Phú,Hồ Chí Minh,7,2.7, 30m,Tin VIP 3,Phòng trọ Quận Tân Phú,29/10/2024 10:52,05/11/2024 10:52,Phòng trọ,Tất cả
4 Đường Ký Con,Phường 7,Quận Phú Nhuận,Hồ Chí Minh,30,3.2, 18m,Tin VIP 3,Phòng trọ Quận Phú Nhuận,29/10/2024 13:29,28/11/2024 17:39,Phòng trọ,Nữ
7/16 Đường Linh Đông,Phường Linh Đông,Thủ Đức,Hồ Chí Minh,3,2.7, 24m,Tin VIP 3,Phòng trọ Thủ Đức,29/10/2024 14:04,01/11/2024 14:04,Phòng trọ,Tất cả
Hẻm 38 Đường Tân Thuận Tây,Phường Tân Thuận Tây,Quận 7,Hồ Chí Minh,7,4.5, 20m,Tin VIP 3,Phòng trọ Quận 7,29/10/2024 17:09,05/11/2024 17:09,Phòng trọ,Tất cả
Quốc lộ 14,Xã Phú Sơn,Huyện Bù Đăng,Bình Phước,3,0.8, 20m,Tin VIP 3,Phòng trọ Huyện Bù Đăng,29/10/2024 17:20,01/11/2024 17:20,Phòng trọ,Tất cả
352 Đường Phan Huy Ích,Phường 12,Quận Gò Vấp,Hồ Chí Minh,4,2.5, 18m,Tin VIP 3,Phòng trọ Quận Gò Vấp,29/10/2024 21:09,02/11/2024 21:09,Phòng trọ,Tất cả
147 Đường Nguyễn Thị Nhỏ,Phường 15,Quận 11,Hồ Chí Minh,3,6, 30m,Tin VIP 3,Phòng trọ Quận 11,29/10/2024 21:24,01/11/2024 21:24,Phòng trọ,Tất cả
42 Đường Lê Văn Lương,Phường Tân Kiểng,Quận 7,Hồ Chí Minh,3,4.5, 30m,Tin VIP 3,Phòng trọ Quận 7,29/10/2024 21:25,01/11/2024 21:25,Phòng trọ,Tất cả
Phú Riềng Đỏ,Phường Tân Bình,Thị Xã Đồng Xoài,Bình Phước,7,1.5, 40m,Tin VIP 3,Phòng trọ Thị Xã Đồng Xoài,29/10/2024 22:34,05/11/2024 22:34,Phòng trọ,Tất cả
164 Nguyễn Trọng Tuyển,Phường 8,Quận Phú Nhuận,Hồ Chí Minh,2,2.6, 12m,Tin VIP 3,Phòng trọ Quận Phú Nhuận,30/10/2024 08:52,01/11/2024 15:25,Phòng trọ,Tất cả
52 Đường Nguyễn Giản Thanh,Phường 15,Quận 10,Hồ Chí Minh,1,1.4, 100m,Tin VIP 3,Phòng trọ Quận 10,30/10/2024 10:12,01/11/2024 09:58,Phòng trọ,Tất cả
17/1a Đường Hồ Văn Huê,Phường 9,Quận Phú Nhuận,Hồ Chí Minh,1,1.5, 100m,Tin VIP 3,Phòng trọ Quận Phú Nhuận,30/10/2024 10:12,01/11/2024 09:58,Phòng trọ,Tất cả
Phạm Văn Bạch,Phường 15,Quận Tân Bình,Hồ Chí Minh,3,3.1, 25m,Tin VIP 3,Phòng trọ Quận Tân Bình,30/10/2024 15:00,02/11/2024 15:00,Phòng trọ,Tất cả
Đường Nguyễn Sỹ Sách,Phường 15,Quận Tân Bình,Hồ Chí Minh,3,3, 25m,Tin VIP 3,Phòng trọ Quận Tân Bình,30/10/2024 15:08,02/11/2024 15:08,Phòng trọ,Tất cả
122 Đường Thoại Ngọc Hầu,Phường Phú Thọ Hòa,Quận Tân Phú,Hồ Chí Minh,3,1.45, 5m,Tin VIP 3,Phòng trọ Quận Tân Phú,30/10/2024 15:59,02/11/2024 15:59,Phòng trọ,Tất cả
43/3 Đường Thành Thái,Phường 14,Quận 10,Hồ Chí Minh,31,4.5, 25m,Tin VIP nổi bật,Phòng trọ Quận 10,26/10/2024 11:16,26/11/2024 21:34,Phòng trọ,Tất cả
97/15 Đường Ung Văn Khiêm,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,7,4.5, 30m,Tin VIP nổi bật,Phòng trọ Quận Bình Thạnh,28/10/2024 13:31,04/11/2024 13:31,Phòng trọ,Tất cả
69 Đường Phạm Văn Nghị,Phường Cổ Nhuế 2,Quận Bắc Từ Liêm,Hà Nội,5,3, 30m,Tin VIP 1,Phòng trọ Quận Bắc Từ Liêm,30/10/2024 16:31,04/11/2024 16:31,Phòng trọ,Tất cả
87/26 Lê Văn Duyệt,Phường 3,Quận Bình Thạnh,Hồ Chí Minh,2,7.5, 30m,Tin VIP 1,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,30/10/2024 19:39,02/11/2024 19:09,Cho thuê căn hộ dịch vụ,Tất cả
36 Đường Huỳnh Thiên Lộc,Phường Hòa Thạnh,Quận Tân Phú,Hồ Chí Minh,3,5.8, 40m,Tin VIP 1,Cho thuê căn hộ dịch vụ Quận Tân Phú,30/10/2024 19:00,02/11/2024 19:00,Cho thuê căn hộ dịch vụ,Tất cả
50 Đường Phạm Cự Lượng,Phường 2,Quận Tân Bình,Hồ Chí Minh,,3.7, 20m,Tin VIP nổi bật,Phòng trọ Quận Tân Bình,16/10/2024 15:58,,Phòng trọ,Tất cả
Xã Bình Hưng,Quận 8,Hồ Chí Minh,,30,0.6, 20m,Tin VIP 3,Tìm người ở ghép Quận 8,10/10/2024 11:26,09/11/2024 11:26,Tìm người ở ghép,Tất cả
338/18 an dương vương An Dương Vương,Phường 4,Quận 5,Hồ Chí Minh,30,1, 20m,Tin VIP 3,Tìm người ở ghép Quận 5,10/10/2024 11:26,09/11/2024 11:26,Tìm người ở ghép,Tất cả
Hẻm 350 Đường Huỳnh Tấn Phát,Phường Bình Thuận,Quận 7,Hồ Chí Minh,30,0.7, 20m,Tin VIP 3,Tìm người ở ghép Quận 7,10/10/2024 11:26,09/11/2024 11:26,Tìm người ở ghép,Tất cả
346 Đường Phạm Văn Bạch,Phường 15,Quận Tân Bình,Hồ Chí Minh,37,2.5, 20m,Tin VIP nổi bật,Phòng trọ Quận Tân Bình,24/10/2024 09:15,30/11/2024 11:04,Phòng trọ,Tất cả
64 Đường Trương Văn Bang,Phường Bình Trưng Tây,Quận 2,Hồ Chí Minh,10,3.2, 18m,Tin VIP nổi bật,Phòng trọ Quận 2,29/10/2024 10:43,08/11/2024 10:43,Phòng trọ,Tất cả
796 Đường Lê Đức Thọ,Phường 15,Quận Gò Vấp,Hồ Chí Minh,,3, 30m,Tin VIP nổi bật,Phòng trọ Quận Gò Vấp,31/10/2024 12:58,,Phòng trọ,Tất cả
24 Đường Sơn Kỳ,Phường Sơn Kỳ,Quận Tân Phú,Hồ Chí Minh,,2.9, 20m,Tin VIP nổi bật,Phòng trọ Quận Tân Phú,,26/11/2024 13:00,Phòng trọ,Tất cả
Hẻm 350 Huỳnh tấn phát q7 Đường Huỳnh Tấn Phát,Phường Bình Thuận,Quận 7,Hồ Chí Minh,30,0.7, 30m,Tin VIP 3,Phòng trọ Quận 7,10/10/2024 11:28,09/11/2024 11:28,Phòng trọ,Tất cả
84 Đường Nguyễn Tất Thành,Phường 12,Quận 4,Hồ Chí Minh,30,0.8, 30m,Tin VIP 3,Phòng trọ Quận 4,10/10/2024 11:29,09/11/2024 11:29,Phòng trọ,Tất cả
Quận 1,Hồ Chí Minh,,,30,0.8, 20m,Tin VIP 3,Phòng trọ Quận 1,10/10/2024 11:29,09/11/2024 11:29,Phòng trọ,Tất cả
148/20 3 Cư xá Lữ Gia,Phường 15,Quận 11,Hồ Chí Minh,,1.6, 12m,Tin VIP 3,Phòng trọ Quận 11,24/10/2024 21:23,,Phòng trọ,Tất cả
Đường số 3/2,Phường 14,Quận 10,Hồ Chí Minh,7,48, 192m,Tin VIP 3,Cho thuê mặt bằng Quận 10,25/10/2024 08:16,01/11/2024 08:16,Cho thuê mặt bằng,Tất cả
Đường Nguyễn Thị Thập,Phường Tân Phong,Quận 7,Hồ Chí Minh,,0.95, 12m,Tin VIP 3,Tìm người ở ghép Quận 7,25/10/2024 10:19,,Tìm người ở ghép,Tất cả
129/12c Đường Lê Đình Cẩn,Phường Tân Tạo,Quận Bình Tân,Hồ Chí Minh,67,2.5, 25m,Tin VIP 3,Phòng trọ Quận Bình Tân,26/10/2024 13:14,01/01/2025 13:46,Phòng trọ,Tất cả
990 Đường Nguyễn Duy Trinh,Phường Phú Hữu,Quận 9,Hồ Chí Minh,6,2, 20m,Tin VIP 3,Phòng trọ Quận 9,26/10/2024 13:30,02/11/2024 12:09,Phòng trọ,Tất cả
25 Đường số 7,Phường Tam Phú,Thủ Đức,Hồ Chí Minh,30,15, 220m,Tin VIP 3,Cho thuê mặt bằng Thủ Đức,09/10/2024 16:07,08/11/2024 16:07,Cho thuê mặt bằng,Tất cả
Chợ Lớn Đường Lý Chiêu Hoàng,Phường 11,Quận 6,Hồ Chí Minh,,1.7, 9m,Tin VIP 3,Phòng trọ Quận 6,,,Phòng trọ,Tất cả
374/13E Đường Âu Cơ,Phường 10,Quận Tân Bình,Hồ Chí Minh,,3.2, 15m,Tin VIP 3,Phòng trọ Quận Tân Bình,,,Phòng trọ,Tất cả
84 Đường Nguyễn Tất Thành,Phường 12,Quận 4,Hồ Chí Minh,30,0.8, 25m,Tin VIP 3,Tìm người ở ghép Quận 4,10/10/2024 11:23,09/11/2024 11:23,Tìm người ở ghép,Tất cả
Số 7 hẻm 10 ngách 37/27 tổ 29,Đường Dịch Vọng,Phường Dịch Vọng,"Quận Cầu Giấy, Hà Nội",,2, 25m,Tin VIP 3,Phòng trọ Quận Cầu Giấy,29/10/2024 08:05,,Phòng trọ,Tất cả
436 Đường Nguyễn Thị Thập,Phường Tân Quy,Quận 7,Hồ Chí Minh,30,0.7, 25m,Tin VIP 3,Tìm người ở ghép Quận 7,10/10/2024 11:24,09/11/2024 11:24,Tìm người ở ghép,Tất cả
230 Đường Phạm Hữu Lầu,Phường Phú Mỹ,Quận 7,Hồ Chí Minh,3,4, 30m,Tin VIP 3,Phòng trọ Quận 7,30/10/2024 17:32,02/11/2024 17:32,Phòng trọ,Tất cả
963/1B Lò Gốm,Phường 8,Quận 6,Hồ Chí Minh,23,2, 19m,Tin VIP 3,Phòng trọ Quận 6,31/10/2024 18:21,23/11/2024 22:20,Phòng trọ,Tất cả
292 Đường Điện Biên Phủ,Phường 17,Quận Bình Thạnh,Hồ Chí Minh,0,5.5, 25m,Tin VIP 3,Phòng trọ Quận Bình Thạnh,31/10/2024 19:25,01/11/2024 15:56,Phòng trọ,Tất cả
60 Đường Huỳnh Khương An,Phường 5,Quận Gò Vấp,Hồ Chí Minh,,1.299, 30m,Tin VIP 2,Phòng trọ Quận Gò Vấp,,04/11/2024 17:45,Phòng trọ,Tất cả
Hẻm 28 1,Phường Trường Thạnh,Quận 9,Hồ Chí Minh,7,2.8, 26m,Tin VIP 2,Phòng trọ Quận 9,25/10/2024 11:45,01/11/2024 11:45,Phòng trọ,Tất cả
32/40 Đường Võ Văn Hát,Phường Long Trường,Quận 9,Hồ Chí Minh,7,4.1, 23m,Tin VIP 2,Phòng trọ Quận 9,25/10/2024 11:44,01/11/2024 11:44,Phòng trọ,Tất cả
69/38/11 Đường Nguyễn Gia Trí,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,,1.8, 30m,Tin VIP 2,Phòng trọ Quận Bình Thạnh,,11/11/2024 14:58,Phòng trọ,Tất cả
206/20 Đường số 20,Phường 5,Quận Gò Vấp,Hồ Chí Minh,29,3.2, 18m,Tin VIP 2,Phòng trọ Quận Gò Vấp,16/10/2024 15:59,15/11/2024 13:00,Phòng trọ,Tất cả
101 Đường số 8,Phường Linh Đông,Quận Thủ Đức,Hồ Chí Minh,,1.2, 30m,Tin VIP 2,Phòng trọ Thủ Đức,,06/11/2024 10:41,Phòng trọ,Tất cả
43D/15 Đường Hồ Văn Huê,Phường 9,Quận Phú Nhuận,Hồ Chí Minh,23,2, 18m,Tin VIP 3,Phòng trọ Quận Phú Nhuận,31/10/2024 18:21,23/11/2024 22:17,Phòng trọ,Tất cả
194-196 Đường Gia Phú,Phường 1,Quận 6,Hồ Chí Minh,23,1.9, 19m,Tin VIP 3,Phòng trọ Quận 6,31/10/2024 18:20,23/11/2024 22:13,Phòng trọ,Tất cả
127 Đường Gò Xoài,Phường Bình Hưng Hòa A,Quận Bình Tân,Hồ Chí Minh,53,1.8, 18m,Tin VIP 3,Phòng trọ Quận Bình Tân,31/10/2024 18:20,23/12/2024 22:06,Phòng trọ,Tất cả
Ngõ 69a Đường Hoàng Văn Thái,Quận Thanh Xuân,Hà Nội,,0,3.7, 37m,Tin VIP 3,Phòng trọ Quận Thanh Xuân,31/10/2024 17:36,01/11/2024 10:44,Phòng trọ,Tất cả
121 Đường Hoàng Mai,Phường Hoàng Văn Thụ,Quận Hoàng Mai,Hà Nội,0,4.1, 30m,Tin VIP 3,Phòng trọ Quận Hoàng Mai,31/10/2024 17:36,01/11/2024 10:43,Phòng trọ,Tất cả
Đường Trương Đăng Quế,Phường 3,Quận Gò Vấp,Hồ Chí Minh,,1.65, 35m,Tin VIP 3,Phòng trọ Quận Gò Vấp,31/10/2024 16:47,,Phòng trọ,Tất cả
163/8 Đường Thành Thái,Phường 14,Quận 10,Hồ Chí Minh,0,1.3, 70m,Tin VIP 3,Phòng trọ Quận 10,31/10/2024 16:16,01/11/2024 11:38,Phòng trọ,Tất cả
60 Nguyễn Tri Phương,Phường 9,Quận 5,Hồ Chí Minh,0,1.4, 70m,Tin VIP 3,Phòng trọ Quận 5,31/10/2024 16:16,01/11/2024 09:53,Phòng trọ,Tất cả
Nguyễn Khuyến,Phường 12,Quận Bình Thạnh,Hồ Chí Minh,,2.5, 25m,Tin miễn phí,Tìm người ở ghép Quận Bình Thạnh,31/10/2024 16:52,,Tìm người ở ghép,Nữ
44,Phường Hiệp Bình Chánh,Quận Thủ Đức,Hồ Chí Minh,4,2.9, 30m,Tin thường,Phòng trọ Thủ Đức,31/10/2024 17:01,05/11/2024 05:58,Phòng trọ,Tất cả
711 Đường Quốc lộ 1A,Phường Thạnh Xuân,Quận 12,Hồ Chí Minh,7,2.9, 35m,Tin thường,Phòng trọ Quận 12,31/10/2024 17:11,07/11/2024 17:11,Phòng trọ,Tất cả
Đường Nguyễn Giản Thanh,Phường 14,Quận 10,Hồ Chí Minh,,1.2, 70m,Tin thường,Phòng trọ Quận 10,31/10/2024 16:14,,Phòng trọ,Tất cả
Bàu Cát,Phường 14,Quận Tân Bình,Hồ Chí Minh,5,3, 25m,Tin miễn phí,Tìm người ở ghép Quận Tân Bình,31/10/2024 17:13,05/11/2024 17:13,Tìm người ở ghép,Nam
98A Đặng Thuỳ Trâm,Phường 13,Quận Bình Thạnh,Hồ Chí Minh,5,4.2, 25m,Tin thường,Phòng trọ Quận Bình Thạnh,31/10/2024 16:38,05/11/2024 16:38,Phòng trọ,Tất cả
Đường Dương Quảng Hàm,Phường 5,Quận Gò Vấp,Hồ Chí Minh,3,1.55, 90m,Tin thường,Phòng trọ Quận Gò Vấp,31/10/2024 16:48,04/11/2024 06:22,Phòng trọ,Tất cả
350 Đường Bưởi,Phường Vĩnh Phúc,Quận Ba Đình,Hà Nội,30,5, 30m,Tin thường,Cho thuê căn hộ mini Quận Ba Đình,31/10/2024 21:37,30/11/2024 21:37,Cho thuê căn hộ mini,Tất cả
17/1A Đường Hồ Văn Huê,Phường 9,Quận Phú Nhuận,Hồ Chí Minh,5,1.5, 70m,Tin thường,Phòng trọ Quận Phú Nhuận,31/10/2024 16:14,06/11/2024 09:01,Phòng trọ,Tất cả
134 Hồ Thị Hương,Phường Xuân Trung,Thị Xã Long Khánh,Đồng Nai,3,1.4, 20m,Tin miễn phí,Phòng trọ Thành phố Long Khánh,31/10/2024 16:32,04/11/2024 14:55,Phòng trọ,Tất cả
VNAHOMES Võng Thị,Phường Bưởi,Quận Tây Hồ,Hà Nội,21,25.5, 75m,Tin thường,Cho thuê căn hộ dịch vụ Quận Tây Hồ,31/10/2024 21:37,21/11/2024 23:00,Cho thuê căn hộ dịch vụ,Tất cả
Đường Phan Văn Trị,Phường 7,Quận Gò Vấp,Hồ Chí Minh,1,1.5, 35m,Tin thường,Phòng trọ Quận Gò Vấp,31/10/2024 16:11,01/11/2024 17:05,Phòng trọ,Tất cả
Đường Trường Chinh,Phường Sơn Kỳ,Quận Tân Phú,Hồ Chí Minh,,1.5, 31m,Tin thường,Phòng trọ Quận Tân Phú,31/10/2024 16:11,,Phòng trọ,Tất cả
Đường Đỗ Xuân Hợp,Phường Phước Long B,Quận 9,Hồ Chí Minh,1,1.6, 25m,Tin thường,Phòng trọ Quận 9,31/10/2024 16:11,01/11/2024 17:05,Phòng trọ,Tất cả
Phường 13,Quận Bình Thạnh,Hồ Chí Minh,,5,6.2, 30m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Bình Thạnh,31/10/2024 21:34,05/11/2024 21:34,Cho thuê căn hộ dịch vụ,Tất cả
Đường Hoàng Trọng Mậu,Phường Tân Hưng,Quận 7,Hồ Chí Minh,1,4, 30m,Tin miễn phí,Cho thuê căn hộ mini Quận 7,31/10/2024 13:54,02/11/2024 10:39,Cho thuê căn hộ mini,Tất cả
29 Bàu Cát 6,Phường 14,Quận Tân Bình,Hồ Chí Minh,1,2.2, 12m,Tin thường,Phòng trọ Quận Tân Bình,31/10/2024 13:54,02/11/2024 08:48,Phòng trọ,Tất cả
Đường Nguyễn Văn Vĩnh,Phường 4,Quận Tân Bình,Hồ Chí Minh,1,7, 30m,Tin miễn phí,Cho thuê căn hộ dịch vụ Quận Tân Bình,31/10/2024 13:48,02/11/2024 12:05,Cho thuê căn hộ dịch vụ,Tất cả
328/76/27 Đường Xô Viết Nghệ Tĩnh,Phường 25,Quận Bình Thạnh,Hồ Chí Minh,3,4.2, 22m,Tin thường,Phòng trọ Quận Bình Thạnh,31/10/2024 13:54,04/11/2024 09:01,Phòng trọ,Tất cả
328/76/27 Đường Xô Viết Nghệ Tĩnh,Phường 14,Quận Bình Thạnh,Hồ Chí Minh,1,4.2, 22m,Tin thường,Phòng trọ Quận Bình Thạnh,31/10/2024 13:54,02/11/2024 08:49,Phòng trọ,Tất cả
183/58 Bùi Viện Đường Bùi Viện,Phường Phạm Ngũ Lão,Quận 1,Hồ Chí Minh,3,2.8, 12m,Tin thường,Phòng trọ Quận 1,31/10/2024 13:54,04/11/2024 08:15,Phòng trọ,Tất cả
224/20 Lý Thường Kiệt,Phường 14,Quận 10,Hồ Chí Minh,1,5.3, 30m,Tin thường,Phòng trọ Quận 10,31/10/2024 13:54,02/11/2024 13:12,Phòng trọ,Tất cả
Đường Huỳnh Tấn Phát,Phường Tân Thuận Tây,Quận 7,Hồ Chí Minh,3,4.1, 25m,Tin miễn phí,Phòng trọ Quận 7,31/10/2024 13:53,04/11/2024 10:35,Phòng trọ,Tất cả
41 Đường Thạnh Xuân 23,Phường Thạnh Xuân,Quận 12,Hồ Chí Minh,5,3, 40m,Tin thường,Phòng trọ Quận 12,31/10/2024 10:51,05/11/2024 10:51,Phòng trọ,Tất cả
10 Đường Lê Thị Nho,Phường Trung Mỹ Tây,Quận 12,Hồ Chí Minh,7,2.8, 20m,Tin thường,Phòng trọ Quận 12,31/10/2024 10:52,07/11/2024 10:52,Phòng trọ,Tất cả
Trưng Mỹ Tây 14,Phường Trung Mỹ Tây,Quận 12,Hồ Chí Minh,0,3.5, 20m,Tin thường,Phòng trọ Quận 12,31/10/2024 10:51,01/11/2024 10:26,Phòng trọ,Tất cả
204 Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,3,5.5, 25m,Tin thường,Cho thuê căn hộ mini Quận Cầu Giấy,31/10/2024 10:42,04/11/2024 10:36,Cho thuê căn hộ mini,Tất cả
Đường Trung Mỹ Tây 13,Phường Trung Mỹ Tây,Quận 12,Hồ Chí Minh,7,2.5, 25m,Tin thường,Phòng trọ Quận 12,31/10/2024 10:52,07/11/2024 10:52,Phòng trọ,Tất cả
204 Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,8,5.95, 25m,Tin thường,Cho thuê căn hộ mini Quận Cầu Giấy,31/10/2024 10:42,08/11/2024 10:48,Cho thuê căn hộ mini,Tất cả
204 Đường Trần Duy Hưng,Phường Trung Hòa,Quận Cầu Giấy,Hà Nội,8,7.5, 25m,Tin thường,Cho thuê căn hộ dịch vụ Quận Cầu Giấy,31/10/2024 10:42,08/11/2024 10:48,Cho thuê căn hộ dịch vụ,Tất cả
Mai Chí Thọ,Phường An Phú,Quận 2,Hồ Chí Minh,4,6, 35m,Tin miễn phí,Phòng trọ Quận 2,31/10/2024 13:46,04/11/2024 17:13,Phòng trọ,Tất cả
286 Đường Tô Hiến Thành,Phường 15,Quận 10,Hồ Chí Minh,4,1.8, 40m,Tin thường,Phòng trọ Quận 10,31/10/2024 11:22,04/11/2024 14:59,Phòng trọ,Tất cả
241 Đường Nguyễn Thái Bình,Phường 4,Quận Tân Bình,Hồ Chí Minh,,1.5, 30m,Tin thường,Phòng trọ Quận Tân Bình,31/10/2024 11:22,,Phòng trọ,Tất cả
358 Đường Chu Văn An,Phường 12,Quận Bình Thạnh,Hồ Chí Minh,,1.5, 30m,Tin thường,Phòng trọ Quận Bình Thạnh,31/10/2024 11:22,,Phòng trọ,Tất cả
Đường D16,Phường Tây Thạnh,Quận Tân Phú,Hồ Chí Minh,5,2.6, 25m,Tin thường,Phòng trọ Quận Tân Phú,31/10/2024 11:25,05/11/2024 11:25,Phòng trọ,Tất cả
159 Ngô Quyền,Phường 6,Quận 10,Hồ Chí Minh,2,1.6, 30m,Tin thường,Phòng trọ Quận 10,31/10/2024 11:25,02/11/2024 14:54,Phòng trọ,Tất cả
338 Đường An Dương Vương,Phường 4,Quận 5,Hồ Chí Minh,,1.5, 35m,Tin thường,Phòng trọ Quận 5,31/10/2024 11:26,,Phòng trọ,Tất cả
Đường Trần Trọng Cung,Phường Tân Thuận Đông,Quận 7,Hồ Chí Minh,1,12, 80m,Tin thường,Cho thuê mặt bằng Quận 7,31/10/2024 09:47,01/11/2024 10:44,Cho thuê mặt bằng,Tất cả
Đường D7,Phường Phú Mỹ,Quận 7,Hồ Chí Minh,2,5.5, 30m,Tin thường,Cho thuê căn hộ dịch vụ Quận 7,31/10/2024 09:47,02/11/2024 15:47,Cho thuê căn hộ dịch vụ,Tất cả
Đường Phạm Hữu Lầu,Phường Phú Mỹ,Quận 7,Hồ Chí Minh,4,150, 850m,Tin thường,Cho thuê mặt bằng Quận 7,31/10/2024 09:47,04/11/2024 14:16,Cho thuê mặt bằng,Tất cả
457 Lê Đại Hành,Phường 11,Quận 11,Hồ Chí Minh,5,1.5, 40m,Tin thường,Phòng trọ Quận 11,31/10/2024 11:23,05/11/2024 11:23,Phòng trọ,Tất cả
Phan Huy Ích,Phường 15,Quận Tân Bình,Hồ Chí Minh,5,11, 96m,Tin miễn phí,Cho thuê căn hộ Quận Tân Bình,31/10/2024 09:58,05/11/2024 09:58,Cho thuê căn hộ,Tất cả
Huỳnh Tấn Phát,Xã Phú Xuân,Huyện Nhà Bè,Hồ Chí Minh,5,13, 114m,Tin miễn phí,Cho thuê nhà Huyện Nhà Bè,31/10/2024 10:05,05/11/2024 10:05,Nhà thuê nguyên căn,Tất cả
51/12/31-33 Phan Huy Ích,Phường 15,Quận Tân Bình,Hồ Chí Minh,14,2.3, 20m,Tin thường,Phòng trọ Quận Tân Bình,31/10/2024 09:54,14/11/2024 09:54,Phòng trọ,Tất cả
Đường số 7,Phường Tân Thuận Đông,Quận 7,Hồ Chí Minh,4,4, 16m,Tin thường,Phòng trọ Quận 7,31/10/2024 09:46,04/11/2024 14:17,Phòng trọ,Tất cả
804 Đường Trường Chinh,Phường 15,Quận Tân Bình,Hồ Chí Minh,7,1.7, 35m,Tin thường,Phòng trọ Quận Tân Bình,31/10/2024 09:40,07/11/2024 09:40,Phòng trọ,Tất cả
Đường Cầu Xéo,Phường Tân Quý,Quận Tân Phú,Hồ Chí Minh,5,4.3, 25m,Tin thường,Cho thuê căn hộ mini Quận Tân Phú,31/10/2024 09:30,05/11/2024 09:45,Cho thuê căn hộ mini,Tất cả
Đường Nguyễn Thái Sơn,Phường 5,Quận Gò Vấp,Hồ Chí Minh,,3.8, 23m,Tin miễn phí,Phòng trọ Quận Gò Vấp,31/10/2024 15:25,,Phòng trọ,Tất cả
Đường Phú Thuận,Phường Phú Thuận,Quận 7,Hồ Chí Minh,5,5.5, 35m,Tin thường,Cho thuê căn hộ dịch vụ Quận 7,31/10/2024 15:18,05/11/2024 15:18,Cho thuê căn hộ dịch vụ,Tất cả
Đường Cộng Hòa,Phường 15,Quận Tân Bình,Hồ Chí Minh,5,4.2, 30m,Tin thường,Phòng trọ Quận Tân Bình,31/10/2024 15:16,05/11/2024 15:16,Phòng trọ,Tất cả
Lữ Gia,Phường 15,Quận 11,Hồ Chí Minh,5,5.2, 28m,Tin thường,Cho thuê căn hộ dịch vụ Quận 11,31/10/2024 15:15,05/11/2024 15:15,Cho thuê căn hộ dịch vụ,Tất cả
